i,T,Qmin
1117,1.344834,15.0
1118,1.344834,15.0
1119,1.344834,15.0
1120,1.344834,15.0
1121,1.344834,15.0
1122,1.344834,15.0
1123,1.344834,15.0
1124,1.344834,15.0
1125,1.344834,15.0
1126,1.344834,15.0
1127,1.344834,15.0
1128,1.344834,15.0
1129,1.344834,15.0
1130,1.344834,15.0
1131,1.344834,15.0
1132,1.344834,15.0
1133,1.344834,15.0
1134,1.344834,15.0
1135,1.344834,15.0
1136,1.344834,15.0
1137,1.344834,15.0
1138,1.344834,15.0
1139,1.344834,15.0
1140,1.344834,15.0
1141,1.344834,15.0
1142,1.344834,15.0
1143,1.344834,15.0
1144,1.344834,15.0
1145,1.344834,15.0
1146,1.344834,15.0
1147,1.344834,15.0
1148,1.344834,15.0
1149,1.344834,15.0
1150,1.344834,15.0
1151,1.344834,15.0
1152,1.344834,15.0
1153,1.344834,15.0
1154,1.344834,15.0
1155,1.344834,15.0
1156,1.344834,15.0
1157,1.344834,15.0
1158,1.344834,15.0
1159,1.344834,15.0
1160,1.344834,15.0
1161,1.344834,15.0
1162,1.344834,15.0
1163,1.344834,15.0
1164,1.344834,15.0
1165,1.344834,15.0
1166,1.344834,15.0
1167,1.344834,15.0
1168,1.344834,15.0
1169,1.344834,15.0
1170,1.344834,15.0
1171,1.344834,15.0
1172,1.344834,15.0
1173,1.344834,15.0
1174,1.344834,15.0
1175,1.344834,15.0
1176,1.344834,15.0
1177,1.344834,15.0
1178,1.344834,15.0
1179,1.344834,15.0
1180,1.344834,15.0
1181,1.344834,15.0
1182,1.344834,15.0
1183,1.344834,15.0
1184,1.344834,15.0
1185,1.344834,15.0
1186,1.344834,15.0
1187,1.344834,15.0
1188,1.344834,15.0
1189,1.344834,15.0
1190,1.344834,15.0
1191,1.344834,15.0
1192,1.344834,15.0
1193,1.344834,15.0
1194,1.344834,15.0
1195,1.344834,15.0
1196,1.344834,15.0
1197,1.344834,15.0
1198,1.344834,15.0
1199,1.344834,15.0
1200,1.344834,15.0
1201,1.344834,15.0
1202,1.344834,15.0
1203,1.344834,15.0
1204,1.344834,15.0
1205,1.344834,15.0
1206,1.344834,15.0
1207,1.344834,15.0
1208,1.344834,15.0
1209,1.344834,15.0
1210,1.344834,15.0
1211,1.344834,15.0
1212,1.344834,15.0
1213,1.344834,15.0
1214,1.344834,15.0
1215,1.344834,15.0
1216,1.344834,15.0
1217,1.344834,15.0
1218,1.344834,15.0
1219,1.344834,15.0
1220,1.344834,15.0
1221,1.344834,15.0
1222,1.344834,15.0
1223,1.344834,15.0
