i,T,Qmin
384,21191.050000,14089.0
385,21191.050000,14089.0
386,21191.050000,14089.0
387,21191.050000,14089.0
388,21191.050000,14089.0
389,21191.050000,14089.0
390,21191.050000,14089.0
391,21191.050000,14089.0
392,21191.050000,14089.0
393,21191.050000,14089.0
394,21191.050000,14089.0
395,21191.050000,14089.0
396,21191.050000,14089.0
397,21191.050000,14089.0
398,21191.050000,14089.0
399,21191.050000,14089.0
400,21191.050000,14089.0
401,21191.050000,14089.0
402,21191.050000,14089.0
403,21191.050000,14089.0
404,21191.050000,14089.0
405,21191.050000,14089.0
406,21191.050000,14089.0
407,21191.050000,14089.0
408,21191.050000,14089.0
409,21191.050000,14089.0
410,21191.050000,14089.0
411,21191.050000,14089.0
412,21191.050000,14089.0
413,21191.050000,14089.0
414,21191.050000,14089.0
415,21191.050000,14089.0
416,21191.050000,14089.0
417,21191.050000,14089.0
418,21191.050000,14089.0
419,21191.050000,14089.0
420,21191.050000,14089.0
421,21191.050000,14089.0
422,21191.050000,14089.0
423,21191.050000,14089.0
424,21191.050000,14089.0
425,21191.050000,14089.0
426,21191.050000,14089.0
427,21191.050000,14089.0
428,21191.050000,14089.0
429,21191.050000,14089.0
430,21191.050000,14089.0
431,21191.050000,14089.0
432,21191.050000,14089.0
433,21191.050000,14089.0
434,21191.050000,14089.0
435,21191.050000,14089.0
436,21191.050000,14089.0
437,21191.050000,14089.0
438,21191.050000,14089.0
439,21191.050000,14089.0
440,21191.050000,14089.0
441,21191.050000,14089.0
442,21191.050000,14089.0
443,21191.050000,14089.0
444,21191.050000,14089.0
445,21191.050000,14089.0
446,21191.050000,14089.0
447,21191.050000,14089.0
448,21191.050000,14089.0
449,21191.050000,14089.0
450,21191.050000,14089.0
451,21191.050000,14089.0
452,21191.050000,14089.0
453,21191.050000,14089.0
454,21191.050000,14089.0
455,21191.050000,14089.0
456,21191.050000,14089.0
457,21191.050000,14089.0
458,21191.050000,14089.0
459,21191.050000,14089.0
460,21191.050000,14089.0
461,21191.050000,14089.0
462,21191.050000,14089.0
463,21191.050000,14089.0
464,21191.050000,14089.0
465,21191.050000,14089.0
466,21191.050000,14089.0
467,21191.050000,14089.0
468,21191.050000,14089.0
469,21191.050000,14089.0
470,21191.050000,14089.0
471,21191.050000,14089.0
472,21191.050000,14089.0
473,21191.050000,14089.0
474,21191.050000,14089.0
475,21191.050000,14089.0
476,21191.050000,14089.0
477,21191.050000,14089.0
478,21191.050000,14089.0
479,21191.050000,14089.0
480,21191.050000,14089.0
481,21191.050000,14089.0
482,21191.050000,14089.0
483,21191.050000,14089.0
484,21191.050000,14089.0
485,21191.050000,14089.0
486,21191.050000,14089.0
487,21191.050000,14089.0
488,21191.050000,14089.0
489,21191.050000,14089.0
490,21191.050000,14089.0
491,21191.050000,14089.0
492,21191.050000,14089.0
493,21191.050000,14089.0
494,21191.050000,14089.0
495,21191.050000,14089.0
496,21191.050000,14089.0
497,21191.050000,14089.0
498,21191.050000,14089.0
499,21191.050000,14089.0
500,21191.050000,14089.0
501,21191.050000,14089.0
502,21191.050000,14089.0
503,21191.050000,14089.0
504,21191.050000,14089.0
505,21191.050000,14089.0
506,21191.050000,14089.0
507,21191.050000,14089.0
508,21191.050000,14089.0
509,21191.050000,14089.0
510,21191.050000,14089.0
511,21191.050000,14089.0
512,21191.050000,14089.0
513,21191.050000,14089.0
514,21191.050000,14089.0
515,21191.050000,14089.0
516,21191.050000,14089.0
517,21191.050000,14089.0
518,21191.050000,14089.0
519,21191.050000,14089.0
520,21191.050000,14089.0
521,21191.050000,14089.0
522,21191.050000,14089.0
523,21191.050000,14089.0
524,21191.050000,14089.0
525,21191.050000,14089.0
526,21191.050000,14089.0
527,21191.050000,14089.0
528,21191.050000,14089.0
529,21191.050000,14089.0
530,21191.050000,14089.0
531,21191.050000,14089.0
532,21191.050000,14089.0
533,21191.050000,14089.0
534,21191.050000,14089.0
535,21191.050000,14089.0
536,21191.050000,14089.0
537,21191.050000,14089.0
538,21191.050000,14089.0
539,21191.050000,14089.0
540,21191.050000,14089.0
541,21191.050000,14089.0
542,21191.050000,14089.0
543,21191.050000,14089.0
544,21191.050000,14089.0
545,21191.050000,14089.0
546,21191.050000,14089.0
547,21191.050000,14089.0
548,21191.050000,14089.0
549,21191.050000,14089.0
550,21191.050000,14089.0
551,21191.050000,14089.0
552,21191.050000,14089.0
553,21191.050000,14089.0
554,21191.050000,14089.0
555,21191.050000,14089.0
556,21191.050000,14089.0
557,21191.050000,14089.0
558,21191.050000,14089.0
559,21191.050000,14089.0
560,21191.050000,14089.0
561,21191.050000,14089.0
562,21191.050000,14089.0
563,21191.050000,14089.0
564,21191.050000,14089.0
565,21191.050000,14089.0
566,21191.050000,14089.0
567,21191.050000,14089.0
568,21191.050000,14089.0
569,21191.050000,14089.0
570,21191.050000,14089.0
571,21191.050000,14089.0
572,21191.050000,14089.0
573,21191.050000,14089.0
574,21191.050000,13554.0
575,21191.050000,13554.0
576,21191.050000,13554.0
577,21191.050000,13554.0
578,21191.050000,13554.0
579,21191.050000,13554.0
580,21191.050000,13554.0
581,21191.050000,13554.0
582,21191.050000,13554.0
583,21191.050000,13554.0
584,21191.050000,13554.0
585,21191.050000,13554.0
586,21191.050000,13554.0
587,21191.050000,13554.0
588,21191.050000,13554.0
589,21191.050000,13554.0
590,21191.050000,13554.0
591,21191.050000,13554.0
592,21191.050000,13554.0
593,21191.050000,13554.0
594,21191.050000,13554.0
595,21191.050000,13554.0
596,21191.050000,13554.0
597,21191.050000,13554.0
598,21191.050000,13554.0
599,21191.050000,13554.0
600,21191.050000,13554.0
601,21191.050000,13554.0
602,21191.050000,13554.0
603,21191.050000,13554.0
604,21191.050000,13554.0
605,21191.050000,13554.0
606,21191.050000,13554.0
607,21191.050000,13554.0
608,21191.050000,13554.0
609,21191.050000,13554.0
610,21191.050000,13554.0
611,21191.050000,13554.0
612,21191.050000,13554.0
613,21191.050000,13554.0
614,21191.050000,13554.0
615,21191.050000,13554.0
616,21191.050000,13554.0
617,21191.050000,13554.0
618,21191.050000,13554.0
619,21191.050000,13554.0
620,21191.050000,13554.0
621,21191.050000,13554.0
622,21191.050000,13554.0
623,21191.050000,13554.0
624,21191.050000,13554.0
625,21191.050000,13554.0
626,21191.050000,13554.0
627,21191.050000,13554.0
628,21191.050000,13554.0
629,21191.050000,13554.0
630,21191.050000,13554.0
631,21191.050000,13554.0
632,21191.050000,13554.0
633,21191.050000,13554.0
634,21191.050000,13554.0
635,21191.050000,13554.0
636,21191.050000,13554.0
637,21191.050000,13554.0
638,21191.050000,13554.0
639,21191.050000,13554.0
640,21191.050000,13554.0
641,21191.050000,13554.0
642,21191.050000,13554.0
643,21191.050000,13554.0
644,21191.050000,13554.0
645,21191.050000,13554.0
646,21191.050000,13554.0
647,21191.050000,13554.0
648,21191.050000,13554.0
649,21191.050000,13554.0
650,21191.050000,13554.0
651,21191.050000,13554.0
652,21191.050000,13554.0
653,21191.050000,13554.0
654,21191.050000,13554.0
655,21191.050000,13554.0
656,21191.050000,13554.0
657,21191.050000,13554.0
658,21191.050000,13554.0
659,21191.050000,13554.0
660,21191.050000,13554.0
661,21191.050000,13554.0
662,21191.050000,13554.0
663,21191.050000,13554.0
664,21191.050000,13554.0
665,21191.050000,13554.0
666,21191.050000,13554.0
667,21191.050000,13554.0
668,21191.050000,13554.0
669,21191.050000,13554.0
670,21191.050000,13554.0
671,21191.050000,13554.0
672,21191.050000,13554.0
673,21191.050000,13554.0
674,21191.050000,13554.0
675,21191.050000,13554.0
676,21191.050000,13554.0
677,21191.050000,13554.0
678,21191.050000,13554.0
679,21191.050000,13554.0
680,21191.050000,13554.0
681,21191.050000,13554.0
682,21191.050000,13554.0
683,21191.050000,13554.0
684,21191.050000,13554.0
685,21191.050000,13554.0
686,21191.050000,13554.0
687,21191.050000,13554.0
688,21191.050000,13554.0
689,21191.050000,13554.0
690,21191.050000,13554.0
691,21191.050000,13554.0
692,21191.050000,13554.0
693,21191.050000,13554.0
694,21191.050000,13554.0
695,21191.050000,13554.0
696,21191.050000,13554.0
697,21191.050000,13554.0
698,21191.050000,13554.0
699,21191.050000,13554.0
700,21191.050000,13554.0
701,21191.050000,13554.0
702,21191.050000,13554.0
703,21191.050000,13554.0
704,21191.050000,13554.0
705,21191.050000,13554.0
706,21191.050000,13554.0
707,21191.050000,13554.0
708,21191.050000,13554.0
709,21191.050000,13554.0
710,21191.050000,13554.0
711,21191.050000,13554.0
712,21191.050000,13554.0
713,21191.050000,13554.0
714,21191.050000,13554.0
715,21191.050000,13554.0
716,21191.050000,13554.0
717,21191.050000,13554.0
718,21191.050000,13554.0
719,21191.050000,13554.0
720,21191.050000,13554.0
721,21191.050000,13554.0
722,21191.050000,13554.0
723,21191.050000,13554.0
724,21191.050000,13554.0
725,21191.050000,13554.0
726,21191.050000,13554.0
727,21191.050000,13554.0
728,21191.050000,13554.0
729,21191.050000,13554.0
730,21191.050000,13554.0
731,21191.050000,13554.0
732,21191.050000,13554.0
733,21191.050000,13554.0
734,21191.050000,13554.0
735,21191.050000,13554.0
736,21191.050000,13554.0
737,21191.050000,13554.0
738,21191.050000,13554.0
739,21191.050000,13554.0
740,21191.050000,13554.0
741,21191.050000,13554.0
742,21191.050000,13554.0
743,21191.050000,13554.0
744,21191.050000,13554.0
745,21191.050000,13554.0
746,21191.050000,13554.0
747,21191.050000,13554.0
748,21191.050000,13554.0
749,21191.050000,13554.0
750,21191.050000,13554.0
751,21191.050000,13554.0
752,21191.050000,13554.0
753,21191.050000,13554.0
754,21191.050000,13554.0
755,21191.050000,13554.0
756,21191.050000,13554.0
757,21191.050000,13554.0
758,21191.050000,13554.0
759,21191.050000,13554.0
760,21191.050000,13554.0
761,21191.050000,13554.0
762,21191.050000,13554.0
763,21191.050000,13554.0
764,21191.050000,13554.0
765,21191.050000,13554.0
766,21191.050000,13554.0
767,21191.050000,13554.0
768,21191.050000,13554.0
769,21191.050000,13554.0
770,21191.050000,13554.0
771,21191.050000,13554.0
772,21191.050000,13554.0
773,21191.050000,13554.0
774,21191.050000,13554.0
775,21191.050000,13554.0
776,21191.050000,13554.0
777,21191.050000,13554.0
778,21191.050000,13554.0
779,21191.050000,13554.0
780,21191.050000,13554.0
781,21191.050000,13554.0
782,21191.050000,13554.0
783,21191.050000,13554.0
784,21191.050000,13554.0
785,21191.050000,13554.0
786,21191.050000,13554.0
787,21191.050000,13554.0
788,21191.050000,13554.0
789,21191.050000,13554.0
790,21191.050000,13554.0
791,21191.050000,13554.0
792,21191.050000,13554.0
793,21191.050000,13554.0
794,21191.050000,13554.0
795,21191.050000,13554.0
796,21191.050000,13554.0
797,21191.050000,13554.0
798,21191.050000,13155.0
799,21191.050000,13155.0
800,21191.050000,13155.0
801,21191.050000,13155.0
802,21191.050000,13155.0
803,21191.050000,13155.0
804,21191.050000,13155.0
805,21191.050000,13155.0
806,21191.050000,13155.0
807,21191.050000,13155.0
808,21191.050000,13155.0
809,21191.050000,13155.0
810,21191.050000,13155.0
811,21191.050000,13155.0
812,21191.050000,13155.0
813,21191.050000,13155.0
814,21191.050000,13155.0
815,21191.050000,13155.0
816,21191.050000,13155.0
817,21191.050000,13155.0
818,21191.050000,13155.0
819,21191.050000,13155.0
820,21191.050000,13155.0
821,21191.050000,13155.0
822,21191.050000,13155.0
823,21191.050000,13155.0
824,21191.050000,13155.0
825,21191.050000,13155.0
826,21191.050000,13155.0
827,21191.050000,13155.0
828,21191.050000,13155.0
829,21191.050000,13155.0
830,21191.050000,13155.0
831,21191.050000,13155.0
832,21191.050000,13155.0
833,21191.050000,13155.0
834,21191.050000,13155.0
835,21191.050000,13155.0
836,21191.050000,13155.0
837,21191.050000,13155.0
838,21191.050000,13155.0
839,21191.050000,13155.0
840,21191.050000,13155.0
841,21191.050000,13155.0
842,21191.050000,13155.0
843,21191.050000,13155.0
844,21191.050000,13155.0
845,21191.050000,13155.0
846,21191.050000,13155.0
847,21191.050000,13155.0
848,21191.050000,13155.0
849,21191.050000,13155.0
850,21191.050000,13155.0
851,21191.050000,13155.0
852,21191.050000,13155.0
853,21191.050000,13155.0
854,21191.050000,13155.0
855,21191.050000,13155.0
856,21191.050000,13155.0
857,21191.050000,13155.0
858,21191.050000,13155.0
859,21191.050000,13155.0
860,21191.050000,13155.0
861,21191.050000,13155.0
862,21191.050000,13155.0
863,21191.050000,13155.0
864,21191.050000,13155.0
865,21191.050000,13155.0
866,21191.050000,13155.0
867,21191.050000,13155.0
868,21191.050000,13155.0
869,21191.050000,13155.0
870,21191.050000,13155.0
871,21191.050000,13155.0
872,21191.050000,13155.0
873,21191.050000,13155.0
874,21191.050000,13155.0
875,21191.050000,13155.0
876,21191.050000,13155.0
877,21191.050000,13155.0
878,21191.050000,13155.0
879,21191.050000,13155.0
880,21191.050000,13155.0
881,21191.050000,13155.0
882,21191.050000,13155.0
883,21191.050000,13155.0
884,21191.050000,13155.0
885,21191.050000,13155.0
886,21191.050000,13155.0
887,21191.050000,13155.0
888,21191.050000,13155.0
889,21191.050000,13155.0
890,21191.050000,13155.0
891,21191.050000,13155.0
892,21191.050000,13155.0
893,21191.050000,13155.0
894,21191.050000,13155.0
895,21191.050000,13155.0
896,21191.050000,13155.0
897,21191.050000,13155.0
898,21191.050000,13155.0
899,21191.050000,13155.0
900,21191.050000,13155.0
901,21191.050000,13155.0
902,21191.050000,13155.0
903,21191.050000,13155.0
904,21191.050000,13155.0
905,21191.050000,13155.0
906,21191.050000,13155.0
907,21191.050000,13155.0
908,21191.050000,13155.0
909,21191.050000,13155.0
910,21191.050000,13155.0
911,21191.050000,13155.0
912,21191.050000,13155.0
913,21191.050000,13155.0
914,21191.050000,13155.0
915,21191.050000,13155.0
916,21191.050000,13155.0
917,21191.050000,13155.0
918,21191.050000,13155.0
919,21191.050000,13155.0
920,21191.050000,13155.0
921,21191.050000,13155.0
922,21191.050000,13155.0
923,21191.050000,13155.0
924,21191.050000,13155.0
925,21191.050000,13155.0
926,21191.050000,13155.0
927,21191.050000,13155.0
928,21191.050000,13155.0
929,21191.050000,13155.0
930,21191.050000,13155.0
931,21191.050000,13155.0
932,21191.050000,13155.0
933,21191.050000,13155.0
934,21191.050000,13155.0
935,21191.050000,13155.0
936,21191.050000,13155.0
937,21191.050000,13155.0
938,21191.050000,13155.0
939,21191.050000,13155.0
940,21191.050000,13155.0
941,21191.050000,13155.0
942,21191.050000,13155.0
943,21191.050000,13155.0
944,21191.050000,13155.0
945,21191.050000,13155.0
946,21191.050000,13155.0
947,21191.050000,13155.0
948,21191.050000,13155.0
949,21191.050000,13155.0
950,21191.050000,13155.0
951,21191.050000,13155.0
952,21191.050000,13155.0
953,21191.050000,13155.0
954,21191.050000,13155.0
955,21191.050000,13155.0
956,21191.050000,13155.0
957,21191.050000,13155.0
958,21191.050000,13155.0
959,21191.050000,13155.0
960,21191.050000,13155.0
961,21191.050000,13155.0
962,21191.050000,13155.0
963,21191.050000,13155.0
964,21191.050000,13155.0
965,21191.050000,13155.0
966,21191.050000,13155.0
967,21191.050000,13155.0
968,21191.050000,13155.0
969,21191.050000,13155.0
970,21191.050000,13155.0
971,21191.050000,13155.0
972,21191.050000,13155.0
973,21191.050000,13155.0
974,21191.050000,13155.0
975,21191.050000,13155.0
976,21191.050000,13155.0
977,21191.050000,13155.0
978,21191.050000,13155.0
979,21191.050000,13155.0
980,21191.050000,13155.0
981,21191.050000,13155.0
982,21191.050000,13155.0
983,21191.050000,13155.0
984,21191.050000,13155.0
985,21191.050000,13155.0
986,21191.050000,13155.0
987,21191.050000,13155.0
988,21191.050000,13155.0
989,21191.050000,13155.0
990,21191.050000,13155.0
991,21191.050000,13155.0
992,21191.050000,13155.0
993,21191.050000,13155.0
994,21191.050000,13155.0
995,21191.050000,13155.0
996,21191.050000,13155.0
997,21191.050000,13155.0
998,21191.050000,13155.0
999,21191.050000,13155.0
1000,21191.050000,13155.0
1001,21191.050000,13155.0
1002,21191.050000,13155.0
1003,21191.050000,13155.0
1004,21191.050000,13155.0
1005,21191.050000,13155.0
1006,21191.050000,13155.0
1007,21191.050000,13155.0
1008,21191.050000,13155.0
1009,21191.050000,13155.0
1010,21191.050000,13155.0
1011,21191.050000,13155.0
1012,21191.050000,13155.0
1013,21191.050000,13155.0
1014,21191.050000,13155.0
1015,21191.050000,13155.0
1016,21191.050000,13155.0
1017,21191.050000,13155.0
1018,21191.050000,13155.0
1019,21191.050000,13155.0
1020,21191.050000,13155.0
1021,21191.050000,13155.0
1022,21191.050000,13155.0
1023,21191.050000,13155.0
