i,T,Qmin
934,1.237500,14.0
935,1.237500,14.0
936,1.237500,14.0
937,1.237500,14.0
938,1.237500,14.0
939,1.237500,14.0
940,1.237500,14.0
941,1.237500,14.0
942,1.237500,14.0
943,1.225125,14.0
944,1.225125,14.0
945,1.225125,14.0
946,1.225125,14.0
947,1.225125,14.0
948,1.225125,14.0
949,1.225125,14.0
950,1.225125,14.0
951,1.225125,14.0
952,1.225125,14.0
953,1.225125,14.0
954,1.225125,14.0
955,1.225125,14.0
956,1.225125,14.0
957,1.225125,14.0
958,1.225125,14.0
959,1.225125,14.0
960,1.225125,14.0
961,1.225125,14.0
962,1.225125,14.0
963,1.225125,14.0
964,1.225125,14.0
965,1.225125,14.0
966,1.225125,14.0
967,1.225125,14.0
968,1.225125,14.0
969,1.225125,14.0
970,1.225125,14.0
971,1.225125,14.0
972,1.225125,14.0
973,1.225125,14.0
974,1.225125,14.0
975,1.225125,14.0
976,1.225125,14.0
977,1.225125,14.0
978,1.225125,14.0
979,1.225125,14.0
980,1.225125,14.0
981,1.225125,14.0
982,1.225125,14.0
983,1.225125,14.0
984,1.225125,14.0
985,1.225125,14.0
986,1.225125,14.0
987,1.225125,14.0
988,1.225125,14.0
989,1.225125,14.0
990,1.225125,14.0
991,1.225125,14.0
992,1.225125,14.0
993,1.225125,14.0
994,1.225125,14.0
995,1.225125,14.0
996,1.225125,14.0
997,1.225125,14.0
998,1.225125,14.0
999,1.225125,14.0
1000,1.225125,14.0
1001,1.225125,14.0
1002,1.225125,14.0
1003,1.225125,14.0
1004,1.225125,14.0
1005,1.225125,14.0
1006,1.225125,14.0
1007,1.225125,14.0
1008,1.225125,14.0
1009,1.225125,14.0
1010,1.225125,14.0
1011,1.225125,14.0
1012,1.225125,14.0
1013,1.225125,14.0
1014,1.225125,14.0
1015,1.225125,14.0
1016,1.225125,14.0
1017,1.225125,14.0
1018,1.225125,14.0
1019,1.225125,14.0
1020,1.225125,14.0
1021,1.225125,14.0
1022,1.225125,14.0
1023,1.225125,14.0
1024,1.225125,14.0
1025,1.225125,14.0
1026,1.225125,14.0
1027,1.225125,14.0
1028,1.225125,14.0
1029,1.225125,14.0
1030,1.225125,14.0
1031,1.225125,14.0
1032,1.225125,14.0
1033,1.225125,14.0
1034,1.225125,14.0
1035,1.225125,14.0
1036,1.225125,14.0
1037,1.225125,14.0
1038,1.225125,14.0
1039,1.225125,14.0
1040,1.225125,14.0
1041,1.225125,14.0
1042,1.225125,14.0
1043,1.225125,14.0
1044,1.225125,14.0
1045,1.225125,14.0
1046,1.225125,14.0
1047,1.225125,14.0
1048,1.225125,14.0
1049,1.225125,14.0
1050,1.225125,14.0
1051,1.225125,14.0
1052,1.225125,14.0
1053,1.225125,14.0
1054,1.225125,14.0
1055,1.225125,14.0
1056,1.225125,14.0
1057,1.225125,14.0
1058,1.225125,14.0
1059,1.225125,14.0
1060,1.225125,14.0
1061,1.225125,14.0
1062,1.225125,14.0
1063,1.225125,14.0
1064,1.225125,14.0
1065,1.225125,14.0
1066,1.225125,14.0
1067,1.225125,14.0
1068,1.225125,14.0
1069,1.225125,14.0
1070,1.225125,14.0
1071,1.225125,14.0
1072,1.225125,14.0
1073,1.225125,14.0
1074,1.225125,14.0
1075,1.225125,14.0
1076,1.225125,14.0
1077,1.225125,14.0
1078,1.225125,14.0
1079,1.225125,14.0
1080,1.225125,14.0
1081,1.225125,14.0
1082,1.225125,14.0
1083,1.225125,14.0
1084,1.225125,14.0
1085,1.225125,14.0
1086,1.225125,14.0
1087,1.225125,14.0
1088,1.225125,14.0
1089,1.225125,14.0
1090,1.225125,14.0
1091,1.225125,14.0
1092,1.225125,14.0
1093,1.225125,14.0
1094,1.225125,14.0
1095,1.225125,14.0
1096,1.225125,14.0
1097,1.225125,14.0
1098,1.225125,14.0
1099,1.225125,14.0
1100,1.225125,14.0
1101,1.225125,14.0
1102,1.225125,14.0
1103,1.225125,14.0
1104,1.225125,14.0
1105,1.225125,14.0
1106,1.225125,14.0
1107,1.225125,14.0
1108,1.225125,14.0
1109,1.225125,14.0
1110,1.225125,14.0
1111,1.225125,14.0
1112,1.225125,14.0
1113,1.225125,14.0
1114,1.225125,14.0
1115,1.225125,14.0
1116,1.225125,14.0
1117,1.225125,14.0
1118,1.225125,14.0
1119,1.225125,14.0
1120,1.225125,14.0
1121,1.225125,14.0
1122,1.225125,14.0
